rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
0       | 5.27        | 7.044          | 0.7658      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 6.828          | 0.7506      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 5.27        | 82.524         | 8.6054      | 0.077       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.82          | 1.1411      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.788          | 1.0367      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 10.544         | 1.1145      | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
7       | 5.27        | 9.836          | 1.0462      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 9.662          | 1.0305      | 0.035       | 0     | 4     |  select find_text('Year 1');
4       | 5.27        | 7.235          | 0.7862      | 0.033       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 7.234          | 0.7875      | 0.033       | 0     | 4     |  select find_text('Total money in (£)');
7       | 5.27        | 6.74           | 0.736       | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 7.233          | 0.784       | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 7.064          | 0.768       | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 7.204          | 0.7778      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 7.004          | 0.7644      | 0.033       | 0     | 4     |  select find_text('120');
3       | 5.27        | 7.231          | 0.79        | 0.032       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.977          | 0.8615      | 0.034       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 7.054          | 0.767       | 0.036       | 0     | 4     |  select find_text('68');
2       | 5.27        | 7.148          | 0.7811      | 0.032       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 7.065          | 0.778       | 0.033       | 0     | 4     |  select find_text('NAD 48000');
2       | 5.27        | 7.334          | 0.7949      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 7.01           | 0.7645      | 0.031       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 7.487          | 0.8104      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 7.236          | 0.7855      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 5.27        | 10.531         | 1.1209      | 0.031       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 6.702          | 0.7353      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 6.535          | 0.7157      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 7.2            | 0.782       | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
6       | 5.27        | 6.813          | 0.7438      | 0.031       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 6.774          | 0.7393      | 0.031       | 0     | 4     |  select find_text('Year 1');
3       | 5.27        | 6.917          | 0.7526      | 0.031       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 6.897          | 0.7509      | 0.031       | 0     | 4     |  select find_text('Total money in (£)');
6       | 5.27        | 6.578          | 0.7232      | 0.031       | 0     | 4     |  select find_text('12');
2       | 5.27        | 6.815          | 0.7442      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 6.637          | 0.7275      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 6.731          | 0.7371      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.518          | 0.7139      | 0.031       | 0     | 4     |  select find_text('120');
3       | 5.27        | 6.786          | 0.7399      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.293          | 0.7912      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.539          | 0.7185      | 0.032       | 0     | 4     |  select find_text('68');
1       | 5.27        | 6.707          | 0.7331      | 0.031       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 6.815          | 0.7447      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 7.151          | 0.7738      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 6.81           | 0.7379      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 7.193          | 0.7787      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 6.973          | 0.7592      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 5.27        | 6.702          | 0.7316      | 0.031       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 6.898          | 0.7511      | 0.031       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 6.788          | 0.738       | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 7.464          | 0.8046      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
6       | 5.27        | 6.722          | 0.7354      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 6.641          | 0.7262      | 0.032       | 0     | 4     |  select find_text('Year 1');
3       | 5.27        | 6.856          | 0.748       | 0.033       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 6.867          | 0.7488      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
6       | 5.27        | 6.52           | 0.7127      | 0.031       | 0     | 4     |  select find_text('12');
2       | 5.27        | 6.838          | 0.744       | 0.033       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 6.728          | 0.7348      | 0.031       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 6.82           | 0.7444      | 0.031       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.505          | 0.7113      | 0.031       | 0     | 4     |  select find_text('120');
3       | 5.27        | 6.726          | 0.7379      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.159          | 0.7809      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.54           | 0.7273      | 0.031       | 0     | 4     |  select find_text('68');
1       | 5.27        | 6.645          | 0.7263      | 0.032       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 6.737          | 0.7324      | 0.047       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 6.824          | 0.743       | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 6.579          | 0.721       | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 6.877          | 0.7558      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 6.809          | 0.7458      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 5.27        | 90.069         | 9.3356      | 0.073       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 11.072         | 1.17        | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.759          | 1.0425      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 10.779         | 1.1404      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
7       | 5.27        | 10.222         | 1.0817      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 9.94           | 1.0604      | 0.033       | 0     | 4     |  select find_text('Year 1');
4       | 5.27        | 7.398          | 0.7982      | 0.033       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 7.48           | 0.8079      | 0.033       | 0     | 4     |  select find_text('Total money in (£)');
7       | 5.27        | 7.321          | 0.7945      | 0.05        | 0     | 4     |  select find_text('12');
2       | 5.27        | 7.345          | 0.7906      | 0.033       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 7.279          | 0.7843      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 7.259          | 0.7824      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.965          | 0.7552      | 0.032       | 0     | 4     |  select find_text('120');
3       | 5.27        | 7.139          | 0.775       | 0.032       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.661          | 0.8276      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.805          | 0.7416      | 0.032       | 0     | 4     |  select find_text('68');
2       | 5.27        | 7.319          | 0.7953      | 0.033       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 7.158          | 0.7747      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
2       | 5.27        | 7.527          | 0.8111      | 0.033       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 6.922          | 0.754       | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 7.639          | 0.8248      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 7.283          | 0.7904      | 0.031       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 5.27        | 10.26          | 1.0905      | 0.031       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 6.831          | 0.7446      | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 6.527          | 0.7148      | 0.031       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 7.089          | 0.7732      | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
6       | 5.27        | 6.689          | 0.7351      | 0.076       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 6.725          | 0.7349      | 0.032       | 0     | 4     |  select find_text('Year 1');
3       | 5.27        | 6.95           | 0.759       | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 6.903          | 0.7524      | 0.031       | 0     | 4     |  select find_text('Total money in (£)');
6       | 5.27        | 6.611          | 0.7222      | 0.031       | 0     | 4     |  select find_text('12');
2       | 5.27        | 6.803          | 0.7412      | 0.031       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 6.578          | 0.7203      | 0.031       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 6.702          | 0.7348      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.654          | 0.7274      | 0.031       | 0     | 4     |  select find_text('120');
3       | 5.27        | 6.749          | 0.7474      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.029          | 0.7668      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.642          | 0.7259      | 0.032       | 0     | 4     |  select find_text('68');
1       | 5.27        | 6.799          | 0.7412      | 0.032       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 6.678          | 0.7326      | 0.031       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 6.803          | 0.7423      | 0.033       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 6.824          | 0.7433      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 7.218          | 0.7819      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 6.853          | 0.7454      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 5.27        | 6.573          | 0.7163      | 0.033       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 6.806          | 0.7434      | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 6.635          | 0.7246      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 7.203          | 0.7815      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
6       | 5.27        | 6.725          | 0.7392      | 0.033       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 6.665          | 0.7302      | 0.032       | 0     | 4     |  select find_text('Year 1');
3       | 5.27        | 6.856          | 0.7472      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 6.87           | 0.7483      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
6       | 5.27        | 6.578          | 0.7179      | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 7.056          | 0.761       | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 7.109          | 0.7705      | 0.034       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 7.14           | 0.7762      | 0.034       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.89           | 0.7499      | 0.035       | 0     | 4     |  select find_text('120');
3       | 5.27        | 7.274          | 0.7852      | 0.036       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.615          | 0.8226      | 0.035       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.957          | 0.7615      | 0.036       | 0     | 4     |  select find_text('68');
1       | 5.27        | 6.807          | 0.7521      | 0.036       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 6.795          | 0.7462      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 6.924          | 0.7636      | 0.035       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 6.731          | 0.7357      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 7.423          | 0.8033      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 6.934          | 0.7552      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_abells_cbudget_sdraft_u;
0       | 5.27        | 85.871         | 8.9441      | 0.103       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.832         | 1.1488      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.59           | 1.0174      | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 10.572         | 1.1198      | 0.035       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
7       | 5.27        | 9.687          | 1.0314      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 9.669          | 1.0287      | 0.032       | 0     | 4     |  select find_text('Year 1');
4       | 5.27        | 7.278          | 0.7891      | 0.033       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 7.328          | 0.7945      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
7       | 5.27        | 6.878          | 0.7496      | 0.033       | 0     | 4     |  select find_text('12');
2       | 5.27        | 7.203          | 0.7813      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 7.096          | 0.7702      | 0.033       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 6.957          | 0.7609      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.852          | 0.748       | 0.033       | 0     | 4     |  select find_text('120');
3       | 5.27        | 7.079          | 0.7753      | 0.034       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.87           | 0.8555      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.949          | 0.7519      | 0.032       | 0     | 4     |  select find_text('68');
2       | 5.27        | 6.996          | 0.7701      | 0.033       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 7.064          | 0.7696      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
2       | 5.27        | 7.263          | 0.7888      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 7.01           | 0.7617      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 7.5            | 0.8117      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 7.255          | 0.7886      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 5.27        | 10.246         | 1.0903      | 0.031       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 6.787          | 0.7415      | 0.031       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 6.631          | 0.7277      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 7.379          | 0.8059      | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
6       | 5.27        | 6.98           | 0.7609      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 6.916          | 0.7777      | 0.036       | 0     | 4     |  select find_text('Year 1');
3       | 5.27        | 7.09           | 0.7702      | 0.035       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 7.2            | 0.7839      | 0.037       | 0     | 4     |  select find_text('Total money in (£)');
6       | 5.27        | 6.551          | 0.7205      | 0.047       | 0     | 4     |  select find_text('12');
2       | 5.27        | 6.941          | 0.7576      | 0.048       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 6.734          | 0.7344      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 6.78           | 0.7398      | 0.031       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.471          | 0.7171      | 0.032       | 0     | 4     |  select find_text('120');
3       | 5.27        | 6.821          | 0.7442      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.261          | 0.7889      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.559          | 0.7205      | 0.033       | 0     | 4     |  select find_text('68');
1       | 5.27        | 6.75           | 0.7368      | 0.032       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 6.732          | 0.739       | 0.049       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 7.32           | 0.7916      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 6.787          | 0.7382      | 0.033       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 7.037          | 0.7664      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 6.9            | 0.7519      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cstatistics_stask_u;
0       | 5.27        | 6.639          | 0.7221      | 0.032       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 6.831          | 0.745       | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 6.59           | 0.7206      | 0.031       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 7.124          | 0.7756      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
6       | 5.27        | 6.69           | 0.7316      | 0.033       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 6.662          | 0.7286      | 0.032       | 0     | 4     |  select find_text('Year 1');
3       | 5.27        | 6.827          | 0.7446      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 6.938          | 0.757       | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
6       | 5.27        | 6.593          | 0.7202      | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 6.954          | 0.7538      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
2       | 5.27        | 6.892          | 0.7442      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
2       | 5.27        | 6.759          | 0.7348      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
2       | 5.27        | 6.508          | 0.7169      | 0.031       | 0     | 4     |  select find_text('120');
3       | 5.27        | 6.734          | 0.7289      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
3       | 5.27        | 7.201          | 0.7821      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
3       | 5.27        | 6.633          | 0.7256      | 0.032       | 0     | 4     |  select find_text('68');
1       | 5.27        | 6.739          | 0.7379      | 0.032       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 6.619          | 0.7213      | 0.033       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 6.858          | 0.7509      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 6.671          | 0.7282      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 6.951          | 0.7615      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
0       | 5.27        | 6.795          | 0.7445      | 0.031       | 0     | 4     |  select find_text(' Annual charge £');
