rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
29      | 1285.68     | 5.124          | 0.6204      | 0.159       | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND acta LIKE 'bells';
43      | 1285.68     | 5.053          | 0.6162      | 0.16        | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND acta LIKE 'bells';
39      | 1285.68     | 5.075          | 0.6188      | 0.16        | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
26      | 1285.68     | 5.066          | 0.6145      | 0.16        | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
34      | 1285.68     | 5.159          | 0.6262      | 0.16        | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
34      | 1285.68     | 5.091          | 0.6162      | 0.159       | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND acta LIKE 'bells';
35      | 1285.68     | 5.165          | 0.6145      | 0.159       | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND acta LIKE 'bells';
27      | 1285.68     | 5.226          | 0.6275      | 0.169       | 4     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND acta LIKE 'bells';
10      | 1305.26     | 5.357          | 0.6458      | 0.201       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
8       | 1305.26     | 5.233          | 0.6358      | 0.165       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
6       | 1305.26     | 5.242          | 0.636       | 0.164       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND acta LIKE 'bells';
11      | 1305.26     | 5.247          | 0.6343      | 0.165       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND acta LIKE 'bells';
15      | 1305.26     | 5.291          | 0.6392      | 0.165       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
4       | 1305.26     | 5.265          | 0.6386      | 0.166       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
14      | 1305.26     | 5.311          | 0.6404      | 0.165       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
9       | 1305.26     | 5.257          | 0.6348      | 0.164       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
12      | 1305.26     | 5.289          | 0.6391      | 0.164       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
7       | 1305.26     | 5.187          | 0.6283      | 0.164       | 5     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
1       | 1324.83     | 5.229          | 0.6296      | 0.17        | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1324.83     | 5.245          | 0.6357      | 0.171       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
3       | 1324.83     | 5.29           | 0.64        | 0.169       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1324.83     | 5.406          | 0.6508      | 0.174       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
2       | 1324.83     | 5.349          | 0.6498      | 0.174       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 1324.83     | 5.323          | 0.6442      | 0.174       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
3       | 1324.83     | 5.308          | 0.6423      | 0.174       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
1       | 1324.83     | 5.323          | 0.6437      | 0.169       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND acta LIKE 'bells';
3       | 1324.83     | 5.239          | 0.6352      | 0.17        | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells'; 
1       | 1324.83     | 5.256          | 0.6362      | 0.171       | 6     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 1344.41     | 5.387          | 0.6539      | 0.176       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1344.41     | 5.291          | 0.6477      | 0.198       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1344.41     | 5.423          | 0.6543      | 0.177       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1344.41     | 5.381          | 0.6511      | 0.181       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'importnat' AND acta LIKE 'bells'; 
1       | 1344.41     | 5.419          | 0.6542      | 0.179       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 1344.41     | 5.377          | 0.6546      | 0.181       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
2       | 1344.41     | 5.328          | 0.6488      | 0.181       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
1       | 1344.41     | 5.365          | 0.6489      | 0.174       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells';
2       | 1344.41     | 5.352          | 0.6501      | 0.177       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells'; 
1       | 1344.41     | 5.344          | 0.6459      | 0.175       | 7     | 1     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' AND acta LIKE 'bells';
? CREATE INDEX stage_index ON alfbasic(stage);
80000   | 1770.0      | 12.292         | 1.7929      | 0.298       | 0     | 2     | SELECT * FROM alfbasic;
7999    | 1970.0      | 17.039         | 1.8168      | 0.107       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog';
8051    | 1970.0      | 16.806         | 1.7932      | 0.097       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock';
7905    | 1970.0      | 17.18          | 1.8325      | 0.1         | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays';
7976    | 1970.0      | 16.748         | 1.7913      | 0.098       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments';
7997    | 1970.0      | 16.73          | 1.7885      | 0.098       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting';
7850    | 1970.0      | 16.923         | 1.8063      | 0.101       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges';
8131    | 1970.0      | 16.649         | 1.7808      | 0.099       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals';
8067    | 1970.0      | 16.414         | 1.756       | 0.097       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms';
8101    | 1970.0      | 16.683         | 1.7841      | 0.098       | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues';
7923    | 1970.0      | 16.532         | 1.7681      | 0.1         | 1     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum';
15929   | 1473.58     | 9.714          | 1.1342      | 0.158       | 1     | 2     | SELECT * FROM alfbasic WHERE stage LIKE 'draft';
15996   | 1467.96     | 9.721          | 1.1382      | 0.15        | 1     | 2     | SELECT * FROM alfbasic WHERE stage LIKE 'task';
15954   | 1472.94     | 9.777          | 1.1377      | 0.144       | 1     | 2     | SELECT * FROM alfbasic WHERE stage LIKE 'ready';
16144   | 1476.62     | 9.69           | 1.1285      | 0.141       | 1     | 2     | SELECT * FROM alfbasic WHERE stage LIKE 'delete';
15977   | 1476.34     | 9.573          | 1.1181      | 0.142       | 1     | 2     | SELECT * FROM alfbasic WHERE stage LIKE 'close';
15974   | 1970.0      | 17.595         | 1.91        | 0.098       | 1     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
16002   | 1970.0      | 18.174         | 1.9697      | 0.098       | 1     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'statistics';
15838   | 1970.0      | 17.904         | 1.939       | 0.099       | 1     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'logistics';
15988   | 1970.0      | 18.092         | 1.9719      | 0.1         | 1     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'employees';
16198   | 1970.0      | 17.862         | 1.9481      | 0.099       | 1     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'salary';
793     | 1246.71     | 5.162          | 0.6088      | 0.153       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND acta LIKE 'bells';
829     | 1256.12     | 5.224          | 0.6161      | 0.152       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND acta LIKE 'coast';
806     | 1249.59     | 5.178          | 0.6141      | 0.151       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND acta LIKE 'programs';
816     | 1250.56     | 5.079          | 0.6074      | 0.153       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND acta LIKE 'meaning';
795     | 1251.64     | 5.193          | 0.6111      | 0.15        | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND acta LIKE 'arrests';
768     | 1246.7      | 5.11           | 0.6049      | 0.153       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND acta LIKE 'bells';
780     | 1246.71     | 5.105          | 0.6047      | 0.153       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND acta LIKE 'bells';
784     | 1246.71     | 5.13           | 0.6062      | 0.152       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND acta LIKE 'bells';
758     | 1246.71     | 5.117          | 0.6074      | 0.153       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND acta LIKE 'bells';
786     | 1246.7      | 5.287          | 0.6194      | 0.153       | 2     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND acta LIKE 'bells';
187     | 1266.13     | 5.282          | 0.618       | 0.181       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND acta LIKE 'bells';
153     | 1266.13     | 5.156          | 0.6067      | 0.183       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND acta LIKE 'bells';
167     | 1266.13     | 5.173          | 0.6251      | 0.179       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND acta LIKE 'bells';
163     | 1266.13     | 5.161          | 0.6143      | 0.196       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND acta LIKE 'bells';
190     | 1266.13     | 5.085          | 0.6047      | 0.179       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND acta LIKE 'bells';
170     | 1266.13     | 5.086          | 0.604       | 0.179       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND acta LIKE 'bells';
172     | 1266.13     | 5.179          | 0.6155      | 0.179       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND acta LIKE 'bells';
166     | 1266.13     | 5.043          | 0.5991      | 0.178       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND acta LIKE 'bells';
172     | 1266.13     | 5.105          | 0.6038      | 0.178       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND acta LIKE 'bells';
143     | 1266.13     | 5.047          | 0.5995      | 0.179       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND acta LIKE 'bells';
150     | 1266.13     | 5.123          | 0.6036      | 0.158       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
182     | 1266.13     | 5.095          | 0.6031      | 0.158       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
174     | 1266.13     | 5.13           | 0.6042      | 0.159       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
178     | 1266.13     | 5.05           | 0.5975      | 0.158       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND casetype LIKE 'employees' AND acta LIKE 'bells';
165     | 1266.13     | 5.172          | 0.6082      | 0.159       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND casetype LIKE 'salary' AND acta LIKE 'bells';
140     | 1266.13     | 5.156          | 0.6062      | 0.159       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND casetype LIKE 'budget' AND acta LIKE 'bells';
148     | 1266.13     | 5.209          | 0.61        | 0.161       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
165     | 1266.13     | 5.158          | 0.6067      | 0.162       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
170     | 1266.13     | 5.019          | 0.6008      | 0.222       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND casetype LIKE 'salary' AND acta LIKE 'bells';
159     | 1266.13     | 5.235          | 0.6166      | 0.157       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND casetype LIKE 'employees' AND acta LIKE 'bells';
150     | 1266.13     | 5.007          | 0.5904      | 0.157       | 3     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
41      | 1285.68     | 5.033          | 0.6053      | 0.182       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
35      | 1285.68     | 5.138          | 0.6137      | 0.184       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND acta LIKE 'bells';
29      | 1285.68     | 5.089          | 0.6083      | 0.185       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND acta LIKE 'bells';
43      | 1285.68     | 5.1            | 0.6054      | 0.183       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND acta LIKE 'bells';
39      | 1285.68     | 5.178          | 0.611       | 0.183       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
26      | 1285.68     | 5.096          | 0.6052      | 0.184       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
34      | 1285.68     | 5.238          | 0.6179      | 0.182       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
34      | 1285.68     | 5.078          | 0.6033      | 0.184       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND acta LIKE 'bells';
35      | 1285.68     | 5.064          | 0.601       | 0.183       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND acta LIKE 'bells';
27      | 1285.68     | 5.128          | 0.6074      | 0.182       | 4     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND acta LIKE 'bells';
10      | 1305.26     | 5.43           | 0.6373      | 0.19        | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
8       | 1305.26     | 5.415          | 0.6457      | 0.198       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
6       | 1305.26     | 5.418          | 0.6354      | 0.199       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND acta LIKE 'bells';
11      | 1305.26     | 5.359          | 0.6267      | 0.193       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND acta LIKE 'bells';
15      | 1305.26     | 5.372          | 0.6306      | 0.194       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
4       | 1305.26     | 5.229          | 0.635       | 0.353       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
14      | 1305.26     | 5.244          | 0.6238      | 0.214       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
9       | 1305.26     | 5.231          | 0.6204      | 0.189       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
12      | 1305.26     | 5.178          | 0.6135      | 0.188       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
7       | 1305.26     | 5.157          | 0.6124      | 0.188       | 5     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
1       | 1324.83     | 5.224          | 0.6225      | 0.218       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1324.83     | 5.206          | 0.6209      | 0.195       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
3       | 1324.83     | 5.258          | 0.6259      | 0.221       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1324.83     | 5.2            | 0.6153      | 0.198       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
2       | 1324.83     | 5.267          | 0.6255      | 0.198       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 1324.83     | 5.399          | 0.6377      | 0.2         | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
3       | 1324.83     | 5.277          | 0.6231      | 0.197       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
1       | 1324.83     | 5.404          | 0.6347      | 0.199       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND acta LIKE 'bells';
3       | 1324.83     | 5.306          | 0.6267      | 0.2         | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells'; 
1       | 1324.83     | 5.276          | 0.6274      | 0.195       | 6     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 1344.41     | 5.445          | 0.6439      | 0.201       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1344.41     | 5.469          | 0.6468      | 0.201       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1344.41     | 5.336          | 0.6334      | 0.202       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1344.41     | 5.322          | 0.6357      | 0.203       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'importnat' AND acta LIKE 'bells'; 
1       | 1344.41     | 5.317          | 0.6334      | 0.202       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 1344.41     | 5.356          | 0.6355      | 0.205       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
