rows    | exec_time(ms)  | ncond | nind  | stmt
22      | 12.6622        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND acta LIKE 'bells';
19      | 10.2429        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND acta LIKE 'bells';
16      | 9.0139         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND acta LIKE 'bells';
17      | 10.2921        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND acta LIKE 'bells';
13      | 7.4574         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND acta LIKE 'bells';
18      | 9.8898         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
14      | 46.0734        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
18      | 18.7855        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
19      | 14.948         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND casetype LIKE 'employees' AND acta LIKE 'bells';
12      | 13.2525        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND casetype LIKE 'salary' AND acta LIKE 'bells';
21      | 12.4128        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND casetype LIKE 'budget' AND acta LIKE 'bells';
18      | 9.9045         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
19      | 38.6792        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
18      | 9.7879         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND casetype LIKE 'salary' AND acta LIKE 'bells';
18      | 9.4068         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND casetype LIKE 'employees' AND acta LIKE 'bells';
18      | 9.9766         | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
7       | 3.9667         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
5       | 3.2749         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND acta LIKE 'bells';
3       | 2.3188         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND acta LIKE 'bells';
4       | 2.5206         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND acta LIKE 'bells';
5       | 3.0844         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
6       | 3.6286         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
4       | 2.5715         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
6       | 3.2687         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND acta LIKE 'bells';
3       | 2.0658         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND acta LIKE 'bells';
4       | 2.8823         | 4     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND acta LIKE 'bells';
0       | 0.7581         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 0.6769         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 0.5639         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 0.7637         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND acta LIKE 'bells';
3       | 2.1088         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
1       | 0.9532         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
3       | 1.8712         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
0       | 0.5975         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
1       | 1.973          | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
1       | 1.6864         | 5     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
0       | 0.5693         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
0       | 0.623          | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
0       | 0.635          | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
0       | 0.5089         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 0.5073         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 0.5008         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 0.5179         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 0.4984         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 0.5163         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells'; 
0       | 0.4928         | 6     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 0.5108         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 0.5036         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 0.5089         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 0.5262         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'importnat' AND acta LIKE 'bells'; 
0       | 0.5261         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 0.5566         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 0.5157         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 0.5094         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells';
0       | 0.5251         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells'; 
0       | 0.5023         | 7     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' AND acta LIKE 'bells';
8590    | 6776.7218      | 0     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber);
873     | 1256.9602      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog';
853     | 1178.3724      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock';
829     | 934.308        | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays';
834     | 1290.9354      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments';
887     | 1584.0244      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting';
863     | 2063.0849      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges';
890     | 2172.8337      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals';
852     | 2133.4427      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms';
874     | 2086.2481      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues';
835     | 1861.3696      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum';
1730    | 4750.2005      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'draft';
1691    | 3741.4535      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'task';
1657    | 3669.1153      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'ready';
1725    | 4414.5919      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'delete';
1787    | 3742.1242      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'close';
1722    | 4050.7075      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'budget';
1741    | 4285.3449      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'statistics';
1668    | 2900.8425      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'logistics';
1702    | 2496.4537      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'employees';
1757    | 2311.0934      | 1     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'salary';
84      | 71.5238        | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND acta LIKE 'bells';
108     | 129.9514       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND acta LIKE 'coast';
86      | 127.0016       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND acta LIKE 'programs';
86      | 119.407        | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND acta LIKE 'meaning';
92      | 82.222         | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND acta LIKE 'arrests';
98      | 133.2997       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND acta LIKE 'bells';
94      | 178.3149       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND acta LIKE 'bells';
81      | 74.6253        | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND acta LIKE 'bells';
69      | 241.9547       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND acta LIKE 'bells';
97      | 398.3603       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND acta LIKE 'bells';
28      | 101.1379       | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND acta LIKE 'bells';
14      | 16.1335        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND acta LIKE 'bells';
16      | 20.3522        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND acta LIKE 'bells';
24      | 74.9454        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND acta LIKE 'bells';
17      | 19.3912        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND acta LIKE 'bells';
22      | 12.9459        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND acta LIKE 'bells';
19      | 11.2011        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND acta LIKE 'bells';
16      | 9.7274         | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND acta LIKE 'bells';
17      | 10.3269        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND acta LIKE 'bells';
13      | 8.0313         | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND acta LIKE 'bells';
18      | 45.1938        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
14      | 12.7183        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
18      | 14.5036        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
19      | 16.4544        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND casetype LIKE 'employees' AND acta LIKE 'bells';
12      | 10.5493        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND casetype LIKE 'salary' AND acta LIKE 'bells';
21      | 20.8265        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND casetype LIKE 'budget' AND acta LIKE 'bells';
18      | 10.7322        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
19      | 10.836         | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
18      | 37.1001        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND casetype LIKE 'salary' AND acta LIKE 'bells';
18      | 10.6926        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND casetype LIKE 'employees' AND acta LIKE 'bells';
18      | 10.1533        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
7       | 5.7893         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
5       | 4.837          | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND acta LIKE 'bells';
3       | 3.6002         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND acta LIKE 'bells';
4       | 3.842          | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND acta LIKE 'bells';
5       | 4.1898         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
6       | 4.4491         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
4       | 3.8316         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
6       | 4.5367         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND acta LIKE 'bells';
3       | 3.3188         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND acta LIKE 'bells';
4       | 3.8182         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND acta LIKE 'bells';
0       | 2.6545         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 2.0702         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 2.142          | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND acta LIKE 'bells';
