rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond   | size  | stmt
1       | 0.26        | 6.263          | 0.6866      | 0.038       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.314          | 0.6904      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.326          | 0.6918      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.32           | 0.6921      | 0.04        | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.365          | 0.6954      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.372          | 0.6962      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.341          | 0.6934      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.346          | 0.6947      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.295          | 0.6884      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.434          | 0.7018      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.27           | 0.685       | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.617          | 0.7204      | 0.036       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.319          | 0.6945      | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.634          | 0.7271      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.483          | 0.7077      | 0.037       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.605          | 0.7201      | 0.036       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.631          | 0.7226      | 0.036       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.644          | 0.723       | 0.036       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.327          | 0.6915      | 0.036       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.364          | 0.6995      | 0.04        | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.332          | 0.6927      | 0.035       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE abells_sdraft_u;
1       | 0.26        | 10.503         | 1.1111      | 0.037       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.228          | 0.682       | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.361          | 0.6959      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.715          | 0.7331      | 0.036       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.492          | 0.7143      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.444          | 0.7035      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.289          | 0.6901      | 0.04        | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.312          | 0.6915      | 0.038       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.405          | 0.7022      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.346          | 0.6969      | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.83           | 0.7463      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.525          | 0.7158      | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.578          | 0.7228      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.737          | 0.7431      | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.739          | 0.7333      | 0.036       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.74           | 0.7371      | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.804          | 0.7422      | 0.045       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.63           | 0.7288      | 0.036       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.525          | 0.7113      | 0.036       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.507          | 0.7107      | 0.037       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.764          | 0.7347      | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.551          | 0.7141      | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.447          | 0.7085      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.374          | 0.6958      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.943          | 0.7544      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.211          | 0.6796      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.353          | 0.6939      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.345          | 0.6926      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.337          | 0.6924      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.254          | 0.6886      | 0.074       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.265          | 0.686       | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.3            | 0.6912      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.322          | 0.6937      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.295          | 0.6939      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.298          | 0.6884      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.286          | 0.688       | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.349          | 0.6935      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.545          | 0.7306      | 0.036       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.735          | 0.7369      | 0.042       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.932          | 0.7522      | 0.036       | 1     | 96325 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.672          | 0.732       | 0.035       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.51           | 0.7094      | 0.036       | 1     | 53248 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.514          | 0.7102      | 0.037       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_abells_u;
1       | 0.26        | 9.522          | 1.0083      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.302          | 0.6903      | 0.039       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.418          | 0.7015      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 8.527          | 0.912       | 0.038       | 0     | 435200|  WHERE bstream is not Null;
1       | 0.26        | 6.583          | 0.7172      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.443          | 0.703       | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.652          | 0.7323      | 0.037       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.474          | 0.7027      | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.508          | 0.7102      | 0.037       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.451          | 0.7039      | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.158          | 0.6749      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.142          | 0.6735      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.403          | 0.6985      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.472          | 0.7055      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.26           | 0.685       | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.277          | 0.6864      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.335          | 0.6925      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.314          | 0.691       | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.327          | 0.6921      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.258          | 0.6853      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.384          | 0.6992      | 0.039       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.134          | 0.6719      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.319          | 0.6912      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 8.562          | 0.9152      | 0.035       | 1     | 435200|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.392          | 0.6985      | 0.035       | 1     | 96325 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.555          | 0.714       | 0.035       | 1     | 53248 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.296          | 0.6916      | 0.036       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 8.594          | 0.9221      | 0.038       | 2     | 435200|  WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' AND bstream is not Null;
1       | 0.26        | 6.471          | 0.7058      | 0.035       | 2     | 96325 |  WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' AND bstream is not Null;
1       | 0.26        | 6.51           | 0.7098      | 0.036       | 2     | 53248 |  WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' AND bstream is not Null;
1       | 0.26        | 6.079          | 0.6663      | 0.036       | 2     | 37807 |  WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' AND bstream is not Null;
1       | 0.26        | 6.411          | 0.6998      | 0.035       | 3     | 96325 |  WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND bstream is not Null;
1       | 0.26        | 6.427          | 0.7015      | 0.037       | 3     | 53248 |  WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE acoast_stask_u;
1       | 0.26        | 10.863         | 1.1512      | 0.038       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.49           | 0.7088      | 0.036       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.046          | 0.6637      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.941          | 0.7535      | 0.036       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.482          | 0.8213      | 0.038       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.494          | 0.7138      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 7.794          | 0.84        | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 8.97           | 0.9581      | 0.036       | 0     | 435200|  WHERE bstream is not Null;
1       | 0.26        | 6.247          | 0.6989      | 0.072       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.212          | 0.6817      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.443          | 0.7044      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.447          | 0.7061      | 0.039       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.477          | 0.7072      | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.647          | 0.7295      | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.74           | 0.7388      | 0.036       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.602          | 0.7212      | 0.036       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.616          | 0.7227      | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.379          | 0.698       | 0.036       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.378          | 0.7042      | 0.092       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.347          | 0.6985      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.344          | 0.6944      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.235          | 0.6846      | 0.038       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.286          | 0.6879      | 0.034       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.251          | 0.6878      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.283          | 0.6908      | 0.04        | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.353          | 0.6953      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.23           | 0.683       | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.29           | 0.6886      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.363          | 0.6951      | 0.034       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.199          | 0.6798      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.201          | 0.6799      | 0.039       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.367          | 0.6955      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.137          | 0.6727      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.353          | 0.6954      | 0.038       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.455          | 0.7051      | 0.037       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.408          | 0.701       | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.194          | 0.68        | 0.035       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.587          | 0.72        | 0.036       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.602          | 0.7226      | 0.037       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.589          | 0.7201      | 0.036       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.488          | 0.709       | 0.036       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.271          | 0.6867      | 0.036       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.368          | 0.696       | 0.035       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
? SET ROLE postgres;
